time,open,high,low,close,volume,returns_simple,returns_log,volatility_20,sma_5,sma_10,sma_20,sma_50,sma_200,ema_12,ema_26,rsi_14,roc_12,macd,macd_signal,macd_hist,bb_upper,bb_middle,bb_lower,bb_width,bb_position,atr_14,stoch_k,stoch_d,high_low_ratio,close_open_ratio,body_size,wick_upper,wick_lower,returns_lag_1,close_lag_1,volume_lag_1,returns_lag_2,close_lag_2,volume_lag_2,returns_lag_3,close_lag_3,volume_lag_3,returns_lag_5,close_lag_5,volume_lag_5,volume_sma_20,volume_ratio
2025-03-17 00:00:00+00:00,0.88497,0.88518,0.87955,0.88022,29732.0,,,,,,,,,0.88022,0.88022,,,0.0,0.0,0.0,,,,,,,,,0.006396128240667007,-0.005396378178182763,0.004750000000000032,0.00020999999999993246,0.0006699999999999484,,,,,,,,,,,,,,
2025-03-18 00:00:00+00:00,0.88023,0.88181,0.87565,0.87665,29456.0,-0.0040558042307604625,-0.004064051311322132,,,,,,,0.8796707692307693,0.8799555555555555,,,-0.0002847863247862348,-5.6957264957246956e-05,-0.00022782905982898782,,,,,,,,,0.007026749557976323,-0.004083727827525143,0.0035799999999999166,0.0015800000000000258,0.0010000000000000009,,0.88022,29732.0,,,,,,,,,,,
2025-03-19 00:00:00+00:00,0.87671,0.88086,0.87573,0.87725,29460.0,0.000684423658244393,0.0006841895471870846,,,,,,,0.8792983431952663,0.8797551440329217,,,-0.00045680083765531343,-0.00013692597949686026,-0.0003198748581584532,,,,,,,,,0.005847819891707002,0.0006155599886007238,0.0005399999999999849,0.003610000000000002,0.0009799999999999809,-0.0040558042307604625,0.87665,29456.0,,0.88022,29732.0,,,,,,,,
2025-03-20 00:00:00+00:00,0.87725,0.88421,0.87551,0.88125,34851.0,0.004559703619264832,0.0045493396631539965,,,,,,,0.8795985980883023,0.8798658741045571,,,-0.0002672760162547583,-0.00016299598684843986,-0.00010428002940631842,,,,,,,,,0.009872340425531962,0.004539007092198586,0.0040000000000000036,0.0029600000000000737,0.0017399999999999638,0.000684423658244393,0.87725,29460.0,-0.0040558042307604625,0.87665,29456.0,,0.88022,29732.0,,,,,
2025-03-21 00:00:00+00:00,0.88168,0.88395,0.8796,0.88224,28854.0,0.0011234042553192047,0.0011227737089535672,,0.879522,,,,,0.8800049676131789,0.8800417352819974,,,-3.676766881843818e-05,-0.00013775032324243953,0.00010098265442400135,,,,,,,,,0.00493063112078342,0.0006347479143997154,0.0005600000000000049,0.0017099999999999893,0.0020799999999999708,0.004559703619264832,0.88125,34851.0,0.000684423658244393,0.87725,29460.0,-0.0040558042307604625,0.87665,29456.0,,,,,
2025-03-24 00:00:00+00:00,0.88232,0.88447,0.87984,0.88258,36309.0,0.00038538266231413765,0.0003853084214894035,,0.8799939999999999,,,,,0.8804011264419207,0.8802297548907383,,,0.00017137155118240877,-7.592594835746988e-05,0.00024729749953987865,,,,,,,,,0.005245983366946931,0.00029459085861909174,0.000260000000000038,0.0018899999999999473,0.0024800000000000377,0.0011234042553192047,0.88224,28854.0,0.004559703619264832,0.88125,34851.0,0.000684423658244393,0.87725,29460.0,,0.88022,29732.0,,
2025-03-25 00:00:00+00:00,0.88249,0.88477,0.87993,0.88237,37696.0,-0.0002379387704231073,-0.00023796708234343392,,0.881138,,,,,0.8807040300662405,0.8803882915654984,,,0.0003157385007421798,2.406941462460051e-06,0.00031333155927971973,,,,,,,,,0.005485227285605761,-0.00013599737071750965,0.00012000000000000899,0.0022799999999999487,0.0024399999999999977,0.00038538266231413765,0.88258,36309.0,0.0011234042553192047,0.88224,28854.0,0.004559703619264832,0.88125,34851.0,-0.0040558042307604625,0.87665,29456.0,,
2025-03-26 00:00:00+00:00,0.88237,0.88495,0.88222,0.88426,38567.0,0.0021419585888007298,0.0021396678660083558,,0.88254,,,,,0.881251102363742,0.8806750847828688,,,0.0005760175808732226,0.00011712906934461257,0.00045888851152861007,,,,,,,,,0.0030873272566892206,0.0021373804084772107,0.0018900000000000583,0.0006899999999999684,0.00014999999999998348,-0.0002379387704231073,0.88237,37696.0,0.00038538266231413765,0.88258,36309.0,0.0011234042553192047,0.88224,28854.0,0.000684423658244393,0.87725,29460.0,,
2025-03-27 00:00:00+00:00,0.88423,0.88479,0.88002,0.88138,45494.0,-0.003256960622441407,-0.0032622760632817706,,0.8825660000000001,,,,,0.8812709327693201,0.8807273007248786,,,0.0005436320444415221,0.0002024296643639945,0.00034120238007752764,,,,,,,,,0.005411967596269419,-0.0032335655449407838,0.002849999999999908,0.0005600000000000049,0.0013600000000000279,0.0021419585888007298,0.88426,38567.0,-0.0002379387704231073,0.88237,37696.0,0.00038538266231413765,0.88258,36309.0,0.004559703619264832,0.88125,34851.0,,
2025-03-28 00:00:00+00:00,0.88113,0.88333,0.87984,0.88017,38779.0,-0.0013728471260977537,-0.0013737903440751305,,0.8821519999999999,0.880837,,,,0.881101558497117,0.8806860191897025,,,0.0004155393074145586,0.00024505159297410735,0.00017048771444045123,,,,,,,,,0.003965143097356185,-0.001090698387811401,0.0009599999999999609,0.0021999999999999797,0.0003300000000000525,-0.003256960622441407,0.88138,45494.0,0.0021419585888007298,0.88426,38567.0,-0.0002379387704231073,0.88237,37696.0,0.0011234042553192047,0.88224,28854.0,,
2025-03-31 00:00:00+00:00,0.87907,0.88542,0.87762,0.88362,45419.0,0.003919697331197236,0.003912035332896351,,0.8823599999999999,0.8811770000000001,,,,0.8814890110360221,0.8809033511015764,,,0.0005856599344457036,0.00031317326126842663,0.000272486673177277,,,,,,,,,0.008827323962789468,0.005149272311627106,0.004549999999999943,0.0018000000000000238,0.0014500000000000624,-0.0013728471260977537,0.88017,38779.0,-0.003256960622441407,0.88138,45494.0,0.0021419585888007298,0.88426,38567.0,0.00038538266231413765,0.88258,36309.0,,
2025-04-01 00:00:00+00:00,0.88345,0.88436,0.88157,0.88343,40434.0,-0.0002150245580678778,-0.00021504767916262545,,0.882572,0.881855,,,,0.8817876247227878,0.8810905102792375,,,0.0006971144435503618,0.0003899614977248137,0.0003071529458255481,,,,,,,,,0.003158144957721687,-2.263903195489057e-05,1.999999999990898e-05,0.0009100000000000774,0.0018600000000000838,0.003919697331197236,0.88362,45419.0,-0.0013728471260977537,0.88017,38779.0,-0.003256960622441407,0.88138,45494.0,-0.0002379387704231073,0.88237,37696.0,,
2025-04-02 00:00:00+00:00,0.88204,0.88475,0.88099,0.88135,46006.0,-0.0023544593233194577,-0.002357235421000786,,0.88199,0.882265,,,,0.881720297842359,0.8811097317400347,,0.1283769966599219,0.0006105661023242392,0.00043408241864469885,0.0001764836836795404,,,,,,,,,0.004266182560844143,-0.0007828898848358535,0.0006900000000000794,0.00270999999999999,0.00035999999999991594,-0.0002150245580678778,0.88343,40434.0,0.003919697331197236,0.88362,45419.0,-0.0013728471260977537,0.88017,38779.0,0.0021419585888007298,0.88426,38567.0,,
2025-04-03 00:00:00+00:00,0.88118,0.88248,0.85468,0.85904,109168.0,-0.02531343960968957,-0.025639336191702982,,0.8775219999999999,0.880044,,,,0.8782310212512268,0.8794749367963284,25.777676120768547,-2.008783436947472,-0.0012439155451016148,9.848282589543613e-05,-0.001342398370997051,,,,,,0.006612857142857135,14.18347430058566,,0.03236170609051971,-0.025772955857701545,0.022139999999999938,0.0013000000000000789,0.0043600000000000305,-0.0023544593233194577,0.88135,46006.0,-0.0002150245580678778,0.88343,40434.0,0.003919697331197236,0.88362,45419.0,-0.003256960622441407,0.88138,45494.0,,
2025-04-04 00:00:00+00:00,0.85897,0.86244,0.84757,0.85975,124689.0,0.0008265040044701522,0.0008261626381162726,,0.8734379999999999,0.8777950000000001,,,,0.8753877872125765,0.8780138303669707,26.963763223047494,-1.9948703334283229,-0.0026260431543941865,-0.0004464223701624884,-0.002179620784231698,,,,,,0.0072728571428571365,32.17965653896959,,0.017295725501599232,0.0009072404768828182,0.0007800000000000029,0.00268999999999997,0.011399999999999966,-0.02531343960968957,0.85904,109168.0,-0.0023544593233194577,0.88135,46006.0,-0.0002150245580678778,0.88343,40434.0,-0.0013728471260977537,0.88017,38779.0,,
2025-04-07 00:00:00+00:00,0.85419,0.86725,0.84499,0.85898,148055.0,-0.000895609188717672,-0.0008960104862488585,,0.86851,0.8754350000000001,,,,0.8728635122567956,0.8766039170064542,28.777324045159688,-2.527092198581562,-0.0037404047496586434,-0.0011052188460617194,-0.002635185903596924,,,,,,0.008422857142857136,34.60301756121682,26.988716133590685,0.02591445668117994,0.005576381289436263,0.004789999999999961,0.00827,0.009199999999999986,0.0008265040044701522,0.85975,124689.0,-0.02531343960968957,0.85904,109168.0,-0.0023544593233194577,0.88135,46006.0,0.003919697331197236,0.88362,45419.0,,
2025-04-08 00:00:00+00:00,0.85825,0.86045,0.84545,0.84681,109312.0,-0.014167966658129472,-0.014269290471233155,,0.861186,0.8718790000000001,,,,0.868855279601904,0.8743969601911614,21.390977443609074,-4.015914036996744,-0.005541680589257414,-0.0019925111947008585,-0.0035491693945565554,,,,,,0.00912785714285714,4.501607717041638,23.76142727240935,0.01771353668473449,-0.013509523978224166,0.011440000000000006,0.0022000000000000908,0.0013599999999999168,-0.000895609188717672,0.85898,148055.0,0.0008265040044701522,0.85975,124689.0,-0.02531343960968957,0.85904,109168.0,-0.0002150245580678778,0.88343,40434.0,,
2025-04-09 00:00:00+00:00,0.84672,0.85821,0.83583,0.85633,143245.0,0.011242191282578196,0.011179467514103756,,0.8561820000000001,0.869086,,,,0.8669283135093034,0.873058666843668,28.780653950953806,-2.9742346302884717,-0.006130353334364513,-0.0028200796226335893,-0.003310273711730924,,,,,,0.010105,41.33897963299065,26.81453497041637,0.026134784487288856,0.011222309156516772,0.009610000000000007,0.0018799999999999928,0.010890000000000066,-0.014167966658129472,0.84681,109312.0,-0.000895609188717672,0.85898,148055.0,0.0008265040044701522,0.85975,124689.0,-0.0023544593233194577,0.88135,46006.0,,
